Time,Channel A,Channel B
(s),(mV),(V)

9.86666718,10.96936000,-0.01220852
10.00000052,10.27957000,0.00000000
10.13333386,10.21243000,0.01953363
10.26666720,11.07313000,0.00976682
10.40000054,10.27957000,-0.01220852
10.53333388,10.27957000,-0.01220852
10.66666722,10.93273000,-0.02197534
10.80000056,10.24295000,0.00000000
10.93333390,10.24295000,-0.02197534
11.06666724,11.17690000,0.00976682
11.20000058,10.24295000,-0.01220852
11.33333392,10.27957000,0.00000000
11.46666726,11.14028000,0.00000000
11.60000060,10.17580000,-0.03174216
11.73333395,10.17580000,-0.01220852
11.86666729,11.10975000,0.00000000
12.00000063,10.21243000,-0.01220852
12.13333397,10.24295000,0.00000000
12.26666731,11.03650000,0.00976682
12.40000065,10.07203000,0.00000000
12.53333399,10.27957000,0.00000000
12.66666733,11.07313000,0.00976682
12.80000067,10.13918000,-0.01220852
12.93333401,10.41997000,0.00976682
13.06666735,11.07313000,-0.01220852
13.20000069,10.07203000,0.00000000
13.33333403,10.27957000,-0.01220852
13.46666737,11.10975000,0.01953363
13.60000071,10.13918000,-0.01220852
13.73333405,10.48712000,-0.02197534
13.86666739,10.96936000,0.00000000
14.00000073,9.93163200,0.00000000
14.13333407,10.45049000,0.00000000
14.26666741,11.10975000,-0.02197534
14.40000075,10.00488000,-0.01220852
14.53333409,10.62141000,-0.01220852
14.66666743,10.93273000,-0.01220852
14.80000077,10.13918000,0.00976682
14.93333411,10.72519000,0.00976682
15.06666745,11.03650000,0.00976682
15.20000079,9.93163200,0.00000000
15.33333413,10.79844000,0.00976682
15.46666747,10.86558000,-0.01220852
15.60000081,10.10866000,-0.01220852
15.73333415,10.51764000,-0.01220852
15.86666749,10.93273000,-0.02197534
16.00000083,10.00488000,0.00000000
16.13333417,10.62141000,-0.02197534
16.26666752,10.93273000,0.00000000
16.40000086,9.93163200,0.00000000
16.53333420,10.62141000,-0.01220852
16.66666754,10.72519000,0.00000000
16.80000088,10.03540000,0.01953363
16.93333422,10.65804000,-0.03174216
17.06666756,10.86558000,0.00000000
17.20000090,9.86448500,-0.01220852
17.33333424,10.59089000,0.00976682
17.46666758,10.90221000,0.00976682
17.60000092,9.86448500,-0.01220852
17.73333426,10.72519000,0.00000000
17.86666760,10.82896000,0.01953363
18.00000094,10.03540000,0.00000000
18.13333428,10.82896000,-0.01220852
18.26666762,10.79844000,0.00000000
18.40000096,9.93163200,-0.01220852
18.53333430,10.82896000,-0.01220852
18.66666764,10.90221000,0.00000000
18.80000098,9.93163200,0.00000000
18.93333432,10.76181000,-0.01220852
19.06666766,10.86558000,-0.01220852
19.20000100,9.86448500,-0.01220852
19.33333434,10.65804000,0.00976682
19.46666768,10.69466000,0.00000000
19.60000102,9.93163200,-0.01220852
19.73333436,10.79844000,-0.01220852
19.86666770,10.72519000,0.00976682
20.00000104,9.90111100,0.00976682
20.13333438,10.90221000,0.00000000
20.26666772,10.69466000,0.00000000
20.40000106,9.79733800,-0.03174216
20.53333440,10.76181000,0.00976682
20.66666774,10.62141000,0.00000000
20.80000108,9.86448500,0.00000000
20.93333443,10.79844000,-0.02197534
21.06666777,10.55427000,-0.03174216
21.20000111,9.93163200,-0.01220852
21.33333445,10.82896000,0.00976682
21.46666779,10.69466000,-0.01220852
21.60000113,9.93163200,0.01953363
21.73333447,10.72519000,-0.03174216
21.86666781,10.55427000,0.00000000
22.00000115,9.86448500,-0.03174216
22.13333449,10.79844000,0.00000000
22.26666783,10.69466000,-0.02197534
22.40000117,9.86448500,0.00000000
22.53333451,11.00598000,0.00000000
22.66666785,10.59089000,-0.02197534
22.80000119,9.86448500,0.00000000
22.93333453,10.79844000,0.00976682
23.06666787,10.51764000,-0.01220852
23.20000121,9.90111100,0.00000000
23.33333455,10.79844000,0.00976682
23.46666789,10.65804000,0.00000000
23.60000123,9.90111100,0.02930045
23.73333457,10.90221000,-0.01220852
23.86666791,10.62141000,0.00976682
24.00000125,9.82786000,0.00000000
24.13333459,10.79844000,0.00000000
24.26666793,10.62141000,-0.01220852
24.40000127,10.00488000,0.01953363
24.53333461,10.79844000,-0.01220852
24.66666795,10.59089000,0.00976682
24.80000129,9.79733800,0.00976682
24.93333463,10.76181000,0.00000000
25.06666797,10.69466000,-0.02197534
25.20000131,9.93163200,0.00000000
25.33333465,10.72519000,0.01953363
25.46666799,10.59089000,-0.01220852
25.60000134,9.86448500,0.00000000
25.73333468,10.82896000,-0.02197534
25.86666802,10.69466000,0.00000000
26.00000136,9.96825800,-0.01220852
26.13333470,10.72519000,0.00976682
26.26666804,10.69466000,0.01953363
26.40000138,9.90111100,0.00000000
26.53333472,10.82896000,0.00000000
26.66666806,10.76181000,0.00976682
26.80000140,9.90111100,0.00000000
26.93333474,10.79844000,0.00976682
27.06666808,10.65804000,-0.02197534
27.20000142,9.90111100,-0.02197534
27.33333476,10.69466000,-0.02197534
27.46666810,10.69466000,0.00000000
27.60000144,9.86448500,0.00000000
27.73333478,10.72519000,0.00000000
27.86666812,10.79844000,0.00000000
28.00000146,9.96825800,0.00000000
28.13333480,10.90221000,-0.01220852
28.26666814,10.65804000,0.00000000
28.40000148,9.82786000,0.00976682
28.53333482,10.82896000,0.00000000
28.66666816,10.76181000,0.00000000
28.80000150,9.86448500,0.00976682
28.93333484,10.69466000,0.00000000
29.06666818,11.00598000,0.00000000
29.20000152,9.86448500,0.00976682
29.33333486,10.72519000,0.00000000
29.46666820,10.82896000,-0.01220852
29.60000154,9.82786000,0.00976682
29.73333488,10.86558000,-0.01220852
29.86666822,10.86558000,0.01953363
30.00000156,9.79733800,-0.01220852
30.13333490,10.79844000,-0.01220852
30.26666825,10.86558000,-0.01220852
30.40000159,9.93163200,-0.02197534
30.53333493,10.76181000,0.00000000
30.66666827,10.65804000,0.00976682
30.80000161,9.86448500,0.00000000
30.93333495,10.72519000,0.00976682
31.06666829,10.69466000,-0.01220852
31.20000163,9.90111100,-0.01220852
31.33333497,10.65804000,0.00000000
31.46666831,10.79844000,0.00000000
31.60000165,10.00488000,-0.02197534
31.73333499,10.69466000,-0.01220852
31.86666833,10.90221000,0.00000000
32.00000167,9.90111100,0.00000000
32.13333501,10.59089000,0.00000000
32.26666835,10.79844000,0.00976682
32.40000169,9.90111100,0.00976682
32.53333503,10.65804000,0.00976682
32.66666837,10.93273000,0.00000000
32.80000171,9.93163200,-0.03174216
32.93333505,10.65804000,0.00000000
33.06666839,10.93273000,0.00000000
33.20000173,9.93163200,0.01953363
33.33333507,10.72519000,-0.01220852
33.46666841,10.82896000,0.00000000
33.60000175,9.96825800,0.00000000
33.73333509,10.79844000,-0.01220852
33.86666843,10.96936000,0.00000000
34.00000177,9.90111100,0.00976682
34.13333511,10.62141000,-0.01220852
34.26666845,11.00598000,-0.01220852
34.40000179,10.13918000,-0.01220852
34.53333513,10.69466000,0.00976682
34.66666847,10.96936000,-0.02197534
34.80000181,10.00488000,-0.01220852
34.93333516,10.79844000,-0.02197534
35.06666850,10.93273000,-0.02197534
35.20000184,9.93163200,-0.03174216
35.33333518,10.69466000,-0.01220852
35.46666852,11.07313000,0.00000000
35.60000186,9.93163200,-0.01220852
35.73333520,10.65804000,-0.01220852
35.86666854,10.96936000,0.00000000
36.00000188,9.96825800,-0.02197534
36.13333522,10.55427000,0.00000000
36.26666856,10.90221000,0.00000000
36.40000190,10.03540000,0.00000000
36.53333524,10.62141000,0.00000000
36.66666858,10.90221000,0.00976682
36.80000192,10.00488000,-0.01220852
36.93333526,10.45049000,-0.01220852
37.06666860,11.03650000,-0.01220852
37.20000194,10.03540000,-0.01220852
37.33333528,10.59089000,-0.01220852
37.46666862,10.96936000,-0.01220852
37.60000196,9.96825800,-0.02197534
37.73333530,10.51764000,0.00976682
37.86666864,10.90221000,0.00000000
38.00000198,10.00488000,0.00000000
38.13333532,10.65804000,-0.01220852
38.26666866,11.03650000,0.00000000
38.40000200,10.10866000,-0.01220852
38.53333534,10.65804000,-0.01220852
38.66666868,10.90221000,-0.01220852
38.80000202,9.93163200,0.00000000
38.93333536,10.55427000,0.00976682
39.06666870,11.00598000,0.01953363
39.20000204,9.96825800,-0.02197534
39.33333538,10.59089000,0.00976682
39.46666873,10.96936000,-0.02197534
39.60000207,10.10866000,0.00000000
39.73333541,10.62141000,-0.02197534
39.86666875,10.93273000,0.00000000
40.00000209,10.03540000,0.00000000
40.13333543,10.65804000,-0.02197534
40.26666877,10.93273000,0.00000000
40.40000211,10.07203000,-0.01220852
40.53333545,10.48712000,0.00000000
40.66666879,11.10975000,0.00976682
40.80000213,10.03540000,-0.01220852
40.93333547,10.62141000,-0.01220852
41.06666881,10.96936000,0.00000000
41.20000215,10.07203000,-0.01220852
41.33333549,10.59089000,0.00000000
41.46666883,10.96936000,-0.02197534
41.60000217,10.31620000,0.00000000
41.73333551,10.51764000,0.00000000
41.86666885,11.10975000,0.00000000
42.00000219,10.13918000,0.01953363
42.13333553,10.41997000,-0.02197534
42.26666887,10.93273000,0.00000000
42.40000221,9.90111100,0.00000000
42.53333555,10.59089000,0.00000000
42.66666889,10.96936000,0.01953363
42.80000223,9.96825800,-0.01220852
42.93333557,10.69466000,0.00000000
43.06666891,11.03650000,-0.01220852
43.20000225,10.07203000,0.00000000
43.33333559,10.48712000,0.00000000
43.46666893,10.90221000,-0.01220852
43.60000227,10.10866000,0.00000000
43.73333561,10.59089000,0.00000000
43.86666895,10.90221000,-0.02197534
44.00000229,10.03540000,-0.01220852
44.13333564,10.51764000,0.00000000
44.26666898,11.14028000,-0.01220852
44.40000232,10.21243000,0.00976682
44.53333566,10.55427000,0.00976682
44.66666900,10.93273000,0.00000000
44.80000234,10.13918000,0.00000000
44.93333568,10.51764000,0.00000000
45.06666902,11.00598000,0.00976682
45.20000236,10.03540000,-0.01220852
45.33333570,10.69466000,-0.01220852
45.46666904,10.96936000,0.00000000
45.60000238,10.00488000,-0.01220852
45.73333572,10.51764000,-0.01220852
45.86666906,10.93273000,0.00000000
46.00000240,9.96825800,-0.01220852
46.13333574,10.51764000,0.00976682
46.26666908,10.86558000,-0.01220852
46.40000242,10.03540000,-0.02197534
46.53333576,10.76181000,0.00000000
46.66666910,10.86558000,0.00000000
46.80000244,10.07203000,-0.01220852
46.93333578,10.69466000,0.00000000
47.06666912,10.79844000,-0.02197534
47.20000246,10.17580000,0.00000000
47.33333580,10.59089000,0.00000000
47.46666914,11.07313000,0.00976682
47.60000248,10.00488000,-0.01220852
47.73333582,10.59089000,0.00000000
47.86666916,10.82896000,-0.01220852
48.00000250,10.03540000,0.00976682
48.13333584,10.76181000,-0.01220852
48.26666918,10.86558000,0.00000000
48.40000252,9.82786000,0.00976682
48.53333586,10.72519000,0.02930045
48.66666920,10.86558000,-0.01220852
48.80000255,9.96825800,0.00000000
48.93333589,10.69466000,-0.02197534
49.06666923,10.93273000,0.00000000
49.20000257,9.86448500,-0.01220852
49.33333591,10.62141000,0.00000000
49.46666925,10.79844000,0.00000000
49.60000259,10.00488000,-0.01220852
49.73333593,10.62141000,0.02930045
49.86666927,10.90221000,0.00000000
50.00000261,10.03540000,0.00000000
50.13333595,10.82896000,0.00000000
50.26666929,10.90221000,0.00000000
50.40000263,9.96825800,0.00000000
50.53333597,10.62141000,-0.01220852
50.66666931,10.86558000,-0.02197534
50.80000265,9.93163200,0.00000000
50.93333599,10.72519000,0.00000000
51.06666933,10.82896000,0.01953363
51.20000267,9.93163200,0.00000000
51.33333601,10.76181000,-0.01220852
51.46666935,10.90221000,-0.01220852
51.60000269,9.93163200,0.00976682
51.73333603,10.72519000,0.00000000
51.86666937,10.79844000,0.00000000
52.00000271,9.96825800,-0.01220852
52.13333605,10.76181000,-0.02197534
52.26666939,10.86558000,0.00976682
52.40000273,9.93163200,0.00000000
52.53333607,10.72519000,-0.01220852
52.66666941,10.79844000,0.00976682
52.80000275,9.93163200,0.00000000
52.93333609,10.79844000,0.00000000
53.06666943,10.82896000,0.00976682
53.20000277,9.90111100,0.00000000
53.33333611,10.72519000,0.00000000
53.46666946,10.69466000,0.01953363
53.60000280,10.07203000,0.00000000
53.73333614,10.72519000,0.00000000
53.86666948,10.93273000,-0.01220852
54.00000282,10.00488000,-0.02197534
54.13333616,10.72519000,0.00000000
54.26666950,10.59089000,0.00000000
54.40000284,9.96825800,-0.01220852
54.53333618,10.72519000,0.00976682
54.66666952,10.76181000,-0.01220852
54.80000286,9.82786000,0.00000000
54.93333620,10.82896000,0.00976682
55.06666954,10.76181000,-0.02197534
55.20000288,9.90111100,0.00000000
55.33333622,10.86558000,0.01953363
55.46666956,10.79844000,0.00976682
55.60000290,9.90111100,-0.01220852
55.73333624,10.82896000,-0.01220852
55.86666958,10.69466000,-0.01220852
56.00000292,9.86448500,0.00000000
56.13333626,10.90221000,0.00976682
56.26666960,10.79844000,-0.01220852
56.40000294,9.90111100,0.00000000
56.53333628,10.76181000,-0.01220852
56.66666962,10.65804000,-0.03174216
56.80000296,9.86448500,-0.01220852
56.93333630,10.86558000,-0.01220852
57.06666964,10.62141000,0.00000000
57.20000298,9.90111100,-0.01220852
57.33333632,10.59089000,-0.02197534
57.46666966,10.59089000,-0.02197534
57.60000300,9.82786000,0.00000000
57.73333634,10.86558000,-0.02197534
57.86666968,10.59089000,0.00000000
58.00000302,10.03540000,-0.01220852
58.13333637,10.69466000,0.00976682
58.26666971,10.51764000,0.00000000
58.40000305,9.86448500,-0.04395068
58.53333639,10.82896000,0.00000000
58.66666973,10.62141000,0.00976682
58.80000307,9.76071300,0.00000000
58.93333641,10.90221000,-0.02197534
59.06666975,10.59089000,-0.01220852
59.20000309,10.03540000,-0.02197534
59.33333643,10.96936000,-0.01220852
59.46666977,10.48712000,-0.01220852
59.60000311,9.90111100,-0.02197534
59.73333645,11.00598000,-0.01220852
59.86666979,10.51764000,0.00000000
60.00000313,10.03540000,0.00000000
60.13333647,10.96936000,-0.01220852
60.26666981,10.38335000,0.00000000
60.40000315,10.07203000,0.00000000
60.53333649,10.86558000,-0.02197534
60.66666983,10.38335000,-0.02197534
60.80000317,10.07203000,0.01953363
60.93333651,10.96936000,0.02930045
61.06666985,10.34672000,0.00976682
61.20000319,9.96825800,-0.01220852
61.33333653,10.96936000,0.00000000
61.46666987,10.41997000,0.00000000
61.60000321,9.96825800,0.00000000
61.73333655,11.03650000,0.00000000
61.86666989,10.27957000,-0.02197534
62.00000323,10.07203000,0.00000000
62.13333657,10.90221000,0.00976682
62.26666991,10.34672000,-0.01220852
62.40000325,10.00488000,0.00000000
62.53333659,10.93273000,0.00000000
62.66666993,10.31620000,0.00000000
62.80000328,10.27957000,-0.01220852
62.93333662,11.00598000,-0.01220852
63.06666996,10.38335000,-0.01220852
63.20000330,10.00488000,0.00000000
63.33333664,11.07313000,0.01953363
63.46666998,10.31620000,-0.02197534
63.60000332,10.13918000,-0.01220852
63.73333666,11.10975000,-0.01220852
63.86667000,10.24295000,-0.01220852
64.00000334,10.10866000,0.00976682
64.13333668,11.07313000,-0.01220852
64.26667002,10.31620000,0.00976682
64.40000336,10.07203000,0.00976682
64.53333670,10.96936000,0.00000000
64.66667004,10.31620000,-0.03174216
64.80000338,10.07203000,0.00976682
64.93333672,11.00598000,-0.01220852
65.06667006,10.31620000,0.00976682
65.20000340,10.10866000,0.00000000
65.33333674,11.10975000,0.00976682
65.46667008,10.24295000,0.00000000
65.60000342,10.24295000,0.00976682
65.73333676,11.14028000,0.00000000
65.86667010,10.17580000,0.00976682
66.00000344,10.34672000,0.00976682
66.13333678,11.07313000,-0.01220852
66.26667012,10.21243000,-0.02197534
66.40000346,10.27957000,-0.02197534
66.53333680,11.07313000,-0.01220852
66.66667014,10.38335000,-0.01220852
66.80000348,10.21243000,-0.02197534
66.93333682,11.21353000,-0.01220852
67.06667016,10.17580000,0.00976682
67.20000350,10.24295000,-0.01220852
67.33333685,11.21353000,-0.01220852
67.46667019,10.21243000,0.00000000
67.60000353,10.27957000,-0.01220852
67.73333687,11.14028000,0.00000000
67.86667021,10.07203000,0.00976682
68.00000355,10.24295000,0.00976682
68.13333689,11.14028000,-0.01220852
68.26667023,10.24295000,-0.01220852
68.40000357,10.34672000,-0.01220852
68.53333691,11.28067000,0.01953363
68.66667025,10.17580000,0.00976682
68.80000359,10.31620000,-0.01220852
68.93333693,11.10975000,0.00000000
69.06667027,10.17580000,0.00976682
69.20000361,10.38335000,-0.02197534
69.33333695,11.21353000,0.00000000
69.46667029,10.13918000,-0.01220852
69.60000363,10.55427000,-0.01220852
69.73333697,11.10975000,-0.01220852
69.86667031,10.03540000,0.01953363
70.00000365,10.48712000,0.00000000
70.13333699,10.96936000,-0.02197534
70.26667033,10.21243000,0.00000000
70.40000367,10.41997000,0.00000000
70.53333701,11.14028000,-0.02197534
70.66667035,10.10866000,0.00000000
70.80000369,10.55427000,0.00976682
70.93333703,11.14028000,-0.01220852
71.06667037,10.17580000,0.00976682
71.20000371,10.51764000,-0.01220852
71.33333705,10.93273000,-0.02197534
71.46667039,10.21243000,-0.01220852
71.60000373,10.62141000,0.00976682
71.73333707,11.07313000,-0.01220852
71.86667041,10.07203000,-0.01220852
72.00000376,10.51764000,-0.03174216
72.13333710,10.96936000,0.00976682
72.26667044,9.96825800,0.00976682
72.40000378,10.62141000,0.01953363
72.53333712,11.07313000,-0.01220852
72.66667046,10.21243000,-0.01220852
72.80000380,10.69466000,0.00976682
72.93333714,10.96936000,0.00976682
73.06667048,10.00488000,0.00000000
73.20000382,10.65804000,-0.01220852
73.33333716,10.90221000,0.00976682
73.46667050,9.93163200,0.01953363
73.60000384,10.65804000,0.00000000
73.73333718,11.00598000,-0.01220852
73.86667052,9.96825800,0.02930045
74.00000386,10.72519000,0.00000000
74.13333720,10.96936000,-0.01220852
74.26667054,10.00488000,0.00000000
74.40000388,10.59089000,-0.03174216
74.53333722,10.90221000,0.00000000
74.66667056,10.10866000,0.00976682
74.80000390,10.79844000,0.00976682
74.93333724,11.00598000,-0.03174216
75.06667058,10.03540000,0.00000000
75.20000392,10.69466000,-0.01220852
75.33333726,11.00598000,0.00000000
75.46667060,9.93163200,-0.02197534
75.60000394,10.65804000,-0.02197534
75.73333728,10.86558000,0.00000000
75.86667062,9.96825800,-0.01220852
76.00000396,10.69466000,-0.03174216
76.13333730,10.96936000,0.00000000
76.26667064,9.90111100,0.00976682
76.40000398,10.65804000,0.00000000
76.53333732,10.90221000,0.00976682
76.66667067,10.00488000,0.00000000
76.80000401,10.72519000,-0.01220852
76.93333735,10.79844000,-0.01220852
77.06667069,10.03540000,0.00000000
77.20000403,10.90221000,-0.02197534
77.33333737,10.69466000,0.00976682
77.46667071,9.90111100,0.00000000
77.60000405,10.76181000,0.00000000
77.73333739,10.82896000,-0.01220852
77.86667073,9.93163200,0.00000000
78.00000407,10.79844000,0.00000000
78.13333741,10.79844000,-0.01220852
78.26667075,9.86448500,0.00000000
78.40000409,10.55427000,-0.02197534
78.53333743,10.79844000,0.00000000
78.66667077,9.96825800,0.00000000
78.80000411,10.72519000,-0.01220852
78.93333745,10.86558000,0.00000000
79.06667079,9.93163200,-0.01220852
79.20000413,10.69466000,0.00000000
79.33333747,10.90221000,0.00000000
79.46667081,9.96825800,-0.02197534
79.60000415,10.65804000,-0.02197534
79.73333749,10.82896000,0.00000000
79.86667083,9.90111100,-0.01220852
80.00000417,10.76181000,0.00000000
80.13333751,10.69466000,-0.02197534
80.26667085,9.93163200,-0.01220852
80.40000419,10.93273000,0.00000000
80.53333753,10.69466000,0.00000000
80.66667087,9.86448500,0.00976682
80.80000421,10.86558000,0.00976682
80.93333755,10.76181000,-0.01220852
81.06667089,9.76071300,-0.01220852
81.20000423,10.82896000,0.00000000
81.33333758,10.65804000,-0.01220852
81.46667092,9.93163200,0.00000000
81.60000426,10.82896000,-0.01220852
81.73333760,10.82896000,-0.01220852
81.86667094,9.86448500,0.00976682
82.00000428,10.76181000,0.00976682
82.13333762,10.65804000,-0.02197534
82.26667096,9.93163200,0.00976682
82.40000430,10.76181000,-0.01220852
82.53333764,10.82896000,0.00000000
82.66667098,9.86448500,-0.02197534
82.80000432,10.86558000,0.00976682
82.93333766,10.69466000,0.01953363
83.06667100,9.79733800,0.00000000
83.20000434,10.82896000,0.00976682
83.33333768,10.90221000,-0.01220852
83.46667102,10.00488000,-0.01220852
83.60000436,10.82896000,-0.01220852
83.73333770,10.76181000,0.00000000
83.86667104,9.90111100,0.01953363
84.00000438,10.79844000,-0.01220852
84.13333772,10.82896000,-0.01220852
84.26667106,9.76071300,-0.02197534
84.40000440,10.76181000,-0.04395068
84.53333774,10.65804000,0.00000000
84.66667108,10.00488000,0.00000000
84.80000442,10.79844000,0.00000000
84.93333776,10.86558000,0.00976682
85.06667110,10.00488000,-0.01220852
85.20000444,10.79844000,-0.01220852
85.33333778,10.69466000,-0.02197534
85.46667112,9.93163200,0.00000000
85.60000446,10.72519000,-0.01220852
85.73333780,10.82896000,0.00976682
85.86667114,9.82786000,-0.01220852
86.00000449,10.69466000,-0.01220852
86.13333783,10.79844000,0.00000000
86.26667117,10.03540000,-0.01220852
86.40000451,10.76181000,0.00976682
86.53333785,10.79844000,-0.04395068
86.66667119,9.96825800,0.00000000
86.80000453,10.65804000,-0.02197534
86.93333787,10.62141000,0.00000000
87.06667121,9.90111100,0.00000000
87.20000455,10.82896000,0.00000000
87.33333789,10.65804000,-0.01220852
87.46667123,9.90111100,0.00000000
87.60000457,10.79844000,0.00000000
87.73333791,10.76181000,-0.01220852
87.86667125,9.96825800,-0.01220852
88.00000459,10.79844000,-0.01220852
88.13333793,10.69466000,0.00976682
88.26667127,9.76071300,-0.03174216
88.40000461,10.69466000,-0.01220852
88.53333795,10.79844000,0.00000000
88.66667129,9.90111100,0.00976682
88.80000463,10.93273000,-0.01220852
88.93333797,10.79844000,-0.03174216
89.06667131,9.93163200,-0.03174216
89.20000465,10.79844000,0.00976682
89.33333799,10.72519000,0.00000000
89.46667133,9.93163200,-0.01220852
89.60000467,10.76181000,-0.01220852
89.73333801,10.72519000,0.00000000
89.86667135,9.79733800,0.00976682
90.00000469,10.82896000,0.00000000
90.13333803,10.65804000,-0.01220852
90.26667137,9.86448500,-0.02197534
90.40000471,10.76181000,0.00976682
90.53333806,10.76181000,0.00000000
90.66667140,9.96825800,-0.02197534
90.80000474,10.72519000,-0.01220852
90.93333808,10.55427000,-0.01220852
91.06667142,9.86448500,-0.02197534
91.20000476,10.90221000,0.00976682
91.33333810,10.76181000,0.00000000
91.46667144,9.82786000,0.00000000
91.60000478,10.86558000,-0.02197534
91.73333812,10.69466000,0.00976682
91.86667146,9.82786000,0.00000000
92.00000480,10.69466000,-0.01220852
92.13333814,10.69466000,0.00976682
92.26667148,9.93163200,-0.01220852
92.40000482,10.90221000,0.00000000
92.53333816,10.55427000,0.00976682
92.66667150,9.90111100,0.00000000
92.80000484,10.76181000,-0.01220852
92.93333818,10.62141000,0.00000000
93.06667152,9.93163200,0.00976682
93.20000486,10.96936000,0.00000000
93.33333820,10.62141000,-0.01220852
93.46667154,9.86448500,0.00000000
93.60000488,10.86558000,-0.02197534
93.73333822,10.59089000,0.00000000
93.86667156,9.86448500,0.01953363
94.00000490,10.82896000,0.00976682
94.13333824,10.38335000,0.00000000
94.26667158,9.93163200,0.00976682
94.40000492,10.96936000,-0.01220852
94.53333826,10.55427000,-0.01220852
94.66667160,10.00488000,0.00976682
94.80000494,10.86558000,-0.01220852
94.93333828,10.41997000,-0.01220852
95.06667162,9.93163200,0.00976682
95.20000497,10.96936000,-0.01220852
95.33333831,10.48712000,-0.01220852
95.46667165,10.03540000,0.00976682
95.60000499,10.96936000,0.00000000
95.73333833,10.55427000,0.00000000
95.86667167,9.90111100,-0.01220852
96.00000501,11.07313000,0.00000000
96.13333835,10.45049000,-0.01220852
96.26667169,10.00488000,0.00000000
96.40000503,10.96936000,-0.02197534
96.53333837,10.45049000,0.00000000
96.66667171,10.00488000,-0.03174216
96.80000505,10.93273000,0.00000000
96.93333839,10.48712000,-0.02197534
97.06667173,10.07203000,0.01953363
97.20000507,11.03650000,0.00976682
97.33333841,10.51764000,0.00000000
97.46667175,9.90111100,0.00000000
97.60000509,11.07313000,0.01953363
97.73333843,10.48712000,0.00000000
97.86667177,10.00488000,-0.01220852
98.00000511,10.90221000,-0.01220852
98.13333845,10.41997000,-0.02197534
98.26667179,10.07203000,0.00976682
98.40000513,11.00598000,0.00000000
98.53333847,10.45049000,0.00976682
98.66667181,10.07203000,0.01953363
98.80000515,11.00598000,0.00976682
98.93333849,10.27957000,-0.01220852
99.06667183,10.17580000,0.00976682
99.20000517,10.90221000,-0.01220852
99.33333851,10.27957000,-0.01220852
99.46667185,10.13918000,0.00976682
99.60000519,11.07313000,0.00976682
99.73333853,10.34672000,-0.01220852
99.86667188,10.10866000,-0.01220852
100.00000522,11.10975000,-0.01220852
100.13333856,10.34672000,0.00976682
100.26667190,10.24295000,0.00976682
100.40000524,11.00598000,-0.02197534
100.53333858,10.34672000,0.00976682
100.66667192,10.17580000,-0.02197534
100.80000526,11.03650000,0.00000000
